name,Market Value,current league
Jeffrey Damour, ,Ligue 1
Lilian Bochet, ,Ligue 1
Carlos Sánchez,£3.33m ,Ligue 1
Rémi Gomis,£2.52m ,Ligue 1
Marco da Silva, ,Ligue 1
Renaud Cohade,£2.70m ,Ligue 1
José Saez,£1.35m ,Ligue 1
Guillaume Loriot,£675Th. ,Ligue 1
Jonathan Lacourt,£450Th. ,Ligue 1
Foued Kadir,£900Th. ,Ligue 1
Tae-hee Nam,£630Th. ,Ligue 1
Gaël Danic,£3.15m ,Ligue 1
Johan Audel,£2.25m ,Ligue 1
Steeven Langil,£1.53m ,Ligue 1
Gaëtan Fallempin, ,Ligue 1
Fahid Ben Khalfallah,£3.60m ,Ligue 1
Mathieu Dossevi,£1.26m ,Ligue 1
Grégory Pujol,£3.60m ,Ligue 1
Mamadou Samassa,£1.80m ,Ligue 1
Vincent Aboubakar,£675Th. ,Ligue 1
Simon Dia, ,Ligue 1
Francis Massampu, ,Ligue 1
Fabien Audard,£2.88m ,Ligue 1
Lionel Cappone,£540Th. ,Ligue 1
Benjamin Lecomte,£225Th. ,Ligue 1
Alban Joinel,£180Th. ,Ligue 1
Bruno Ecuele Manga,£4.05m ,Ligue 1
Jérémy Morel,£2.97m ,Ligue 1
Grégory Bourillon,£1.80m ,Ligue 1
Lamine KonÃ©,£900Th. ,Ligue 1
Jérémy Le Sourne, ,Ligue 1
Sebastián Dubarbier,£1.35m ,Ligue 1
Arnaud Le Lan,£900Th. ,Ligue 1
Franco Sosa,£1.71m ,Ligue 1
Maxime Baca,£1.35m ,Ligue 1
Arnold Mvuemba,£4.05m ,Ligue 1
Alaixys Romao,£3.15m ,Ligue 1
Francis Coquelin,£1.17m ,Ligue 1
Cheick Doukouré,£225Th. ,Ligue 1
Rémi Mulumba,£180Th. ,Ligue 1
Guillaume Gégousse,£180Th. ,Ligue 1
Yann Jouffre,£810Th. ,Ligue 1
Sigamary Diarra,£2.25m ,Ligue 1
Fabien Robert,£675Th. ,Ligue 1
Olivier Monterrubio,£450Th. ,Ligue 1
Mathias Autret,£720Th. ,Ligue 1
Kévin Monnet-Paquet,£2.25m ,Ligue 1
Morgan Amalfitano,£5.85m ,Ligue 1
James Fanchone,£810Th. ,Ligue 1
Antoine Buron,£135Th. ,Ligue 1
Rafik Bouderbal,£45Th. ,Ligue 1
Kévin Gameiro,£12.15m ,Ligue 1
Lynel Kitambala,£2.52m ,Ligue 1
Gilles Sunu,£450Th. ,Ligue 1
Vedran Runje,£1.58m ,Ligue 1
Hamdi Kasraoui,£675Th. ,Ligue 1
Samuel Atrous,£225Th. ,Ligue 1
Kévin Goeman,£45Th. ,Ligue 1
Nicolas Caraux, ,Ligue 1
Raphaël Varane,£3.60m ,Ligue 1
Alaeddine Yahia,£2.07m ,Ligue 1
Éric Chelle,£675Th. ,Ligue 1
Romain Sartre,£450Th. ,Ligue 1
Darnel Situ,£135Th. ,Ligue 1
Alexandre Coeff,£45Th. ,Ligue 1
Yvan Dzierzynski, ,Ligue 1
Marco Ramos,£1.35m ,Ligue 1
Henri Bedimo,£1.35m ,Ligue 1
Franck Queudrue,£720Th. ,Ligue 1
Zakarya Bergdich, ,Ligue 1
Thomas Delaine, ,Ligue 1
Serge Aurier,£1.80m ,Ligue 1
Yohan Demont,£1.35m ,Ligue 1
Alassane Touré,£810Th. ,Ligue 1
Adil Hermach,£2.88m ,Ligue 1
Samba Sow,£1.98m ,Ligue 1
Nenad Kovacevic,£1.58m ,Ligue 1
Grégory Sertic,£1.08m ,Ligue 1
Sidi Keita,£1.08m ,Ligue 1
Geoffrey Doumeng,£540Th. ,Ligue 1
Geoffrey Kondogbia, ,Ligue 1
Anthony Rogie, ,Ligue 1
SÃ©bastien Roudet,£2.25m ,Ligue 1
Abdelhakim Omrani, ,Ligue 1
Kévin Monnet-Paquet,£2.25m ,Ligue 1
Kanga Akalé,£1.53m ,Ligue 1
Thorgan Hazard, ,Ligue 1
Razak Boukari,£3.78m ,Ligue 1
Eduardo,£1.71m ,Ligue 1
Issam Jemâa,£1.53m ,Ligue 1
Toifilou Maoulida,£1.08m ,Ligue 1
David Pollet,£540Th. ,Ligue 1
Steven Joseph-Monrose,£360Th. ,Ligue 1
Geoffrey Jourdren,£3.24m ,Ligue 1
Laurent Pionnier,£360Th. ,Ligue 1
Jonathan Ligali,£45Th. ,Ligue 1
Mapou Yanga-Mbiwa,£4.05m ,Ligue 1
Emir Spahic,£4.05m ,Ligue 1
Abdelhamid El Kaoutari,£1.71m ,Ligue 1
Benjamin Stambouli,£1.17m ,Ligue 1
Nenad Dzodic,£450Th. ,Ligue 1
Teddy Mézague,£45Th. ,Ligue 1
Xavier Collin,£315Th. ,Ligue 1
Garry Bocaly,£3.15m ,Ligue 1
Mickaël Nelson,£135Th. ,Ligue 1
Mathieu Deplagne, ,Ligue 1
Joris Marveaux,£2.88m ,Ligue 1
Marco Estrada,£2.52m ,Ligue 1
Romain Pitau,£1.62m ,Ligue 1
Jamel Saihi,£900Th. ,Ligue 1
Cyril Jeunechamp,£900Th. ,Ligue 1
Jonas Martin,£180Th. ,Ligue 1
Guillaume Legras,£135Th. ,Ligue 1
Younès Belhanda,£2.70m ,Ligue 1
Adrien Coulomb,£45Th. ,Ligue 1
Karim Aït-Fana,£2.70m ,Ligue 1
John Utaka,£2.25m ,Ligue 1
Geoffrey Dernis,£1.35m ,Ligue 1
Souleymane Camara,£2.34m ,Ligue 1
Grégory Lacombe,£675Th. ,Ligue 1
Olivier Giroud,£4.50m ,Ligue 1
Hasan Kabze,£1.53m ,Ligue 1
Romain Armand,£315Th. ,Ligue 1
Bengali-Fodé Koita,£270Th. ,Ligue 1
Dimitri Sarasar, ,Ligue 1
Teddy Richert,£1.62m ,Ligue 1
Pierrick Cros,£1.08m ,Ligue 1
Matthieu Dreyer,£630Th. ,Ligue 1
Maxime Josse,£630Th. ,Ligue 1
Damien Perquis,£3.33m ,Ligue 1
Jérémie Bréchet,£2.25m ,Ligue 1
Jacques Faty,£2.25m ,Ligue 1
Carlão,£1.26m ,Ligue 1
Mathieu Peybernes,£270Th. ,Ligue 1
Yassin Mikari,£2.07m ,Ligue 1
David Sauget,£1.71m ,Ligue 1
Boukary Dramé,£1.53m ,Ligue 1
Jérôme Roussillon, ,Ligue 1
Frédéric Duplus,£450Th. ,Ligue 1
Loïc Poujol,£495Th. ,Ligue 1
Badara Sène,£180Th. ,Ligue 1
Kévin Anin,£2.70m ,Ligue 1
Vincent Nogueira,£1.08m ,Ligue 1
Geoffrey Tulasne,£540Th. ,Ligue 1
Rafaël Dias,£135Th. ,Ligue 1
Nicolas Maurice-Belay,£2.43m ,Ligue 1
Marvin Martin,£6.75m ,Ligue 1
Ryad Boudebouz,£5.85m ,Ligue 1
Serdar Gürler,£135Th. ,Ligue 1
Brown Ideye,£5.40m ,Ligue 1
Modibo Maïga,£5.40m ,Ligue 1
Vaclav Sverkos,£1.53m ,Ligue 1
Charlie Davies,£1.44m ,Ligue 1
Édouard Butin,£810Th. ,Ligue 1
Cédric Bakambu,£540Th. ,Ligue 1
Vincent Planté,£720Th. ,Ligue 1
Cyrille Merville,£720Th. ,Ligue 1
Naby-Moussa Yattara,£135Th. ,Ligue 1
Arnaud Torregrossa,£45Th. ,Ligue 1
Francisco Pavón,£900Th. ,Ligue 1
Álvaro Mejía,£810Th. ,Ligue 1
Bakary Soro,£720Th. ,Ligue 1
Romain Elie,£540Th. ,Ligue 1
Bobo Balde,£360Th. ,Ligue 1
Grégory Lorenzi,£315Th. ,Ligue 1
Elamine Erbate,£270Th. ,Ligue 1
Olivier Ponsdesserre,- ,Ligue 1
Jean-Alain Fanchone,£900Th. ,Ligue 1
Gaël Germany,£450Th. ,Ligue 1
Fabien Laurenti,£810Th. ,Ligue 1
Loïc Abenzoar,£315Th. ,Ligue 1
Clément Martinez, ,Ligue 1
Jamel Aït Ben Idir,£900Th. ,Ligue 1
Romain Rocchi,£810Th. ,Ligue 1
Thomas Ayasse,£765Th. ,Ligue 1
Sébastien Piocelle,£675Th. ,Ligue 1
Emmanuel Corrèze,£225Th. ,Ligue 1
Angelos Basinas,- ,Ligue 1
Camel Meriem,£900Th. ,Ligue 1
Rémy Cabella,£360Th. ,Ligue 1
Chafik Najih,£270Th. ,Ligue 1
Rachid Aliaoui,£45Th. ,Ligue 1
Démé N'Diaye,£675Th. ,Ligue 1
Franck Dja Djédjé,£900Th. ,Ligue 1
Hameur Bouazza,£720Th. ,Ligue 1
Benjamin Psaume,£540Th. ,Ligue 1
Kamel Ghilas,£720Th. ,Ligue 1
Yann Kermorgant,£675Th. ,Ligue 1
Angelos Charisteas,£450Th. ,Ligue 1
Kaba Diawara,£360Th. ,Ligue 1
Johnathan,£135Th. ,Ligue 1
Anthony Guise,- ,Ligue 1
Steeve Elana,£2.16m ,Ligue 1
Gaëtan Deneuve,£315Th. ,Ligue 1
Simon Pontdemé,£225Th. ,Ligue 1
Steven Kerzil,- ,Ligue 1
Ahmed Kantari,£2.25m ,Ligue 1
Moïse Brou Apanga,£2.07m ,Ligue 1
Paul Baysse,£1.62m ,Ligue 1
Johan Martial,£720Th. ,Ligue 1
Grégory Lorenzi,£315Th. ,Ligue 1
Ousmane Coulibaly,£225Th. ,Ligue 1
Théophile N'Tamé,£135Th. ,Ligue 1
Brahim Ferradj,£810Th. ,Ligue 1
Richard Soumah,£720Th. ,Ligue 1
Filippos Darlas,£675Th. ,Ligue 1
Thomas Cotty,£45Th. ,Ligue 1
Omar Daf,£810Th. ,Ligue 1
Yvan Bourgis,£360Th. ,Ligue 1
Granddi N'Goyi,£810Th. ,Ligue 1
Fodie Traoré,£180Th. ,Ligue 1
Bruno Grougi,£2.70m ,Ligue 1
Oscar Ewolo,£1.08m ,Ligue 1
Yoann Bigné,£540Th. ,Ligue 1
Mario Licka,£1.62m ,Ligue 1
Tomas Micola,£1.08m ,Ligue 1
Steven Creac'h, ,Ligue 1
Benoît Lesoimier,£1.62m ,Ligue 1
Anthony Bova, ,Ligue 1
Larsen Touré,£990Th. ,Ligue 1
Nolan Roux,£4.50m ,Ligue 1
Jonathan Ayité,£1.13m ,Ligue 1
Romain Poyet,£1.13m ,Ligue 1
Alexis Thébaux,£1.98m ,Ligue 1
Thomas Bosmel,£270Th. ,Ligue 1
Damien Perquis,£135Th. ,Ligue 1
Riffi Mandanda, ,Ligue 1
Paul Reulet, ,Ligue 1
Thomas Heurtaux,£1.80m ,Ligue 1
Jérémy Sorbon,£1.71m ,Ligue 1
Romain Inez,£675Th. ,Ligue 1
Branko Lazarevic,£315Th. ,Ligue 1
Alexandre Raineau,£900Th. ,Ligue 1
Grégory Tafforeau,£720Th. ,Ligue 1
Pablo Barzola,£900Th. ,Ligue 1
Damien Marcq,£2.25m ,Ligue 1
Nicolas Seube,£1.35m ,Ligue 1
Grégory Leca,£1.26m ,Ligue 1
Grégory Proment,£675Th. ,Ligue 1
Ismaïla N'Diaye,£540Th. ,Ligue 1
Sambou Yatabaré,£1.17m ,Ligue 1
Thibault Moulin,£450Th. ,Ligue 1
Benjamin Nivet,£810Th. ,Ligue 1
Anthony Deroin,£315Th. ,Ligue 1
Yohan Mollo,£1.62m ,Ligue 1
Rajiv van La Parra,£360Th. ,Ligue 1
Nicolas Melet, ,Ligue 1
Romain Hamouma,£4.05m ,Ligue 1
Benjamin Morel,£135Th. ,Ligue 1
Youssef El Arabi,£5.85m ,Ligue 1
Kandia Traoré,£1.08m ,Ligue 1
M'Baye Niang,£900Th. ,Ligue 1
Livio Nabab,£270Th. ,Ligue 1
Helton,£5.58m ,Liga NOS
Beto,£3.24m ,Liga NOS
Pawel Kieszek,£450Th. ,Liga NOS
Tiago Maia, ,Liga NOS
Rolando,£12.60m ,Liga NOS
Nicolás Otamendi,£6.30m ,Liga NOS
Cristian Sapunaru,£4.68m ,Liga NOS
Maicon,£4.05m ,Liga NOS
Henrique Sereno,£1.08m ,Liga NOS
Álvaro Pereira,£9.00m ,Liga NOS
Emídio Rafael,£990Th. ,Liga NOS
Jorge Fucile,£5.13m ,Liga NOS
Miguel Lopes,£2.25m ,Liga NOS
Fernando Reges,£12.60m ,Liga NOS
Josef,£1.53m ,Liga NOS
João Moutinho,£18.00m ,Liga NOS
Raúl Meireles,£11.70m ,Liga NOS
Fredy Guarín,£8.55m ,Liga NOS
Fernando Belluschi,£7.92m ,Liga NOS
Cristian Rodríguez,£5.22m ,Liga NOS
Rúben Micael,£4.41m ,Liga NOS
André Castro,£1.35m ,Liga NOS
Mariano González,£2.25m ,Liga NOS
James Rodríguez,£6.30m ,Liga NOS
Silvestre Varela,£8.55m ,Liga NOS
Christian Atsu, ,Liga NOS
Hulk,£25.20m ,Liga NOS
Ukra,£2.43m ,Liga NOS
Falcao,£22.50m ,Liga NOS
Walter,£4.95m ,Liga NOS
Rui Patrício,£8.73m ,Liga NOS
Timo Hildebrand,£1.53m ,Liga NOS
Tiago Ferreira,£360Th. ,Liga NOS
Daniel Carriço,£8.37m ,Liga NOS
Polga,£2.52m ,Liga NOS
Marco Torsiglieri,£2.25m ,Liga NOS
Nuno André Coelho,£1.62m ,Liga NOS
Marco Caneira,£360Th. ,Liga NOS
Evaldo,£3.78m ,Liga NOS
Leandro Grimi,£2.70m ,Liga NOS
João Pereira,£8.10m ,Liga NOS
Abel Ferreira,£1.71m ,Liga NOS
Cédric Soares,£990Th. ,Liga NOS
Miguel Veloso,£8.55m ,Liga NOS
Alberto Zapater,£6.75m ,Liga NOS
Pedro Mendes,£5.31m ,Liga NOS
André Santos,£4.05m ,Liga NOS
William Carvalho, ,Liga NOS
Jaime Valdés,£5.40m ,Liga NOS
Marat Izmailov,£4.68m ,Liga NOS
Maniche,£2.07m ,Liga NOS
Matías Fernández,£7.47m ,Liga NOS
Zezinho,£450Th. ,Liga NOS
Tales,£360Th. ,Liga NOS
Yannick Djaló,£4.68m ,Liga NOS
Diogo Salomão,£2.25m ,Liga NOS
Cristiano,£1.80m ,Liga NOS
Simon Vukcevic,£5.22m ,Liga NOS
Florent Sinama-Pongolle,£3.15m ,Liga NOS
Hélder Postiga,£6.03m ,Liga NOS
Carlos Saleiro,£2.25m ,Liga NOS
Liedson,£2.25m ,Liga NOS
Roberto,£5.04m ,Liga NOS
José Moreira,£1.53m ,Liga NOS
Júlio César,£1.53m ,Liga NOS
David Luiz,£18.00m ,Liga NOS
Luisão,£8.55m ,Liga NOS
Sidnei,£3.60m ,Liga NOS
Jardel,£2.16m ,Liga NOS
Fábio Faria,£900Th. ,Liga NOS
Roderick Miranda,£450Th. ,Liga NOS
Fábio Coentrão,£21.60m ,Liga NOS
Lionel Carole,£540Th. ,Liga NOS
Maxi Pereira,£8.46m ,Liga NOS
Luís Filipe,£450Th. ,Liga NOS
Javi García,£8.46m ,Liga NOS
Airton,£3.15m ,Liga NOS
Rúben Amorim,£4.50m ,Liga NOS
José Luis Fernández,£1.17m ,Liga NOS
César Peixoto,£1.35m ,Liga NOS
Nico Gaitán,£9.45m ,Liga NOS
Pablo Aimar,£5.85m ,Liga NOS
Carlos Martins,£5.58m ,Liga NOS
Felipe Menezes,£720Th. ,Liga NOS
Eduardo Salvio,£9.00m ,Liga NOS
Javier Saviola,£6.75m ,Liga NOS
Óscar Cardozo,£13.50m ,Liga NOS
Franco Jara,£4.95m ,Liga NOS
Alan Kardec,£1.80m ,Liga NOS
Nuno Gomes,£1.35m ,Liga NOS
Weldon,£900Th. ,Liga NOS
Artur Moraes,£2.88m ,Liga NOS
Felipe,£2.70m ,Liga NOS
Quim,£1.08m ,Liga NOS
Mário Felgueiras,£810Th. ,Liga NOS
Marcos,£360Th. ,Liga NOS
Cristiano Figueiredo,£270Th. ,Liga NOS
Alberto Rodríguez,£5.22m ,Liga NOS
Paulão,£2.25m ,Liga NOS
Kaká,£900Th. ,Liga NOS
Aníbal Capela,£90Th. ,Liga NOS
Moisés Moura,- ,Liga NOS
Léo Fortunato,- ,Liga NOS
Marco Ramos,£1.35m ,Liga NOS
Elderson,£1.17m ,Liga NOS
Dani Castellano,- ,Liga NOS
Sílvio,£6.75m ,Liga NOS
Leandro Salino,£3.15m ,Liga NOS
Miguel Garcia,£1.71m ,Liga NOS
Dani Coelho, ,Liga NOS
Custódio,£1.80m ,Liga NOS
Andrés Madrid,£720Th. ,Liga NOS
Hugo Viana,£6.75m ,Liga NOS
Luis Aguiar,£1.80m ,Liga NOS
Vandinho,£1.35m ,Liga NOS
Vinicius,£450Th. ,Liga NOS
Peterson Joseph,£45Th. ,Liga NOS
Márcio Mossoró,£3.78m ,Liga NOS
Hélder Barbosa,£2.34m ,Liga NOS
Alan,£3.78m ,Liga NOS
Matheus,£2.70m ,Liga NOS
Ukra,£2.43m ,Liga NOS
Paulo César,£1.62m ,Liga NOS
Guilherme,£360Th. ,Liga NOS
Lima,£3.60m ,Liga NOS
Meyong,£2.52m ,Liga NOS
Élton,£900Th. ,Liga NOS
Ladji Keita,£450Th. ,Liga NOS
Nilson,£1.80m ,Liga NOS
Serginho,£360Th. ,Liga NOS
Douglas Jesus,£360Th. ,Liga NOS
André Pereira,£90Th. ,Liga NOS
Valdomiro,£1.71m ,Liga NOS
João Paulo,£1.62m ,Liga NOS
Mahamadou N'Diaye,£450Th. ,Liga NOS
Freire,£270Th. ,Liga NOS
Paulo Oliveira,£90Th. ,Liga NOS
Ricardo,- ,Liga NOS
Bruno Teles,£1.35m ,Liga NOS
Anderson Mineiro,£270Th. ,Liga NOS
Alex Costa,£630Th. ,Liga NOS
Tony,£540Th. ,Liga NOS
Lionn,£450Th. ,Liga NOS
Rafa Costa,£90Th. ,Liga NOS
João Amorim, ,Liga NOS
Custódio,£1.80m ,Liga NOS
Flávio Meireles,£900Th. ,Liga NOS
Cléber,£810Th. ,Liga NOS
Renan Teixeira,£720Th. ,Liga NOS
Edson Sitta,£270Th. ,Liga NOS
João Alves,£1.80m ,Liga NOS
Jorge Ribeiro,£900Th. ,Liga NOS
João Pedro,£1.53m ,Liga NOS
Rui Miguel,£1.26m ,Liga NOS
Rafael Crivellaro,£180Th. ,Liga NOS
João Ribeiro,£1.80m ,Liga NOS
Faouzi Abdelghani,£720Th. ,Liga NOS
Bruno Pereirinha,£2.93m ,Liga NOS
Tiago Targino,£2.25m ,Liga NOS
Edgar Silva,£2.25m ,Liga NOS
William,£1.62m ,Liga NOS
Douglas,£990Th. ,Liga NOS
Marcelo Toscano,£990Th. ,Liga NOS
MaranhÃ£o,£450Th. ,Liga NOS
Kamani Hill,£90Th. ,Liga NOS
Tomané,£90Th. ,Liga NOS
Peçanha,£720Th. ,Liga NOS
Marafona,£360Th. ,Liga NOS
Marcelo Boeck,£270Th. ,Liga NOS
Luís Carlos,£90Th. ,Liga NOS
João Guilherme,£1.53m ,Liga NOS
Robson,£1.44m ,Liga NOS
Christos Melissis,£1.35m ,Liga NOS
André Vilas Boas,£630Th. ,Liga NOS
Fernando,£450Th. ,Liga NOS
Valentin Roberge,£450Th. ,Liga NOS
Igor Rossi,£45Th. ,Liga NOS
Rafael Leme Amorim, ,Liga NOS
Alonso,£1.35m ,Liga NOS
Igor Pita,£540Th. ,Liga NOS
Luciano Amaral,£450Th. ,Liga NOS
Luís Olim,£360Th. ,Liga NOS
Rúben, ,Liga NOS
Briguel,£630Th. ,Liga NOS
João Diogo, ,Liga NOS
Roberto Sousa,£900Th. ,Liga NOS
Rafael Miranda,£720Th. ,Liga NOS
Romeu Ribeiro,£270Th. ,Liga NOS
Yuri,£90Th. ,Liga NOS
Marakis, ,Liga NOS
Sidnei,£225Th. ,Liga NOS
Ricardo Esteves,£450Th. ,Liga NOS
Selim Benachour,£1.62m ,Liga NOS
Tchô,£540Th. ,Liga NOS
Marco Aurélio,£810Th. ,Liga NOS
Danilo Dias,£630Th. ,Liga NOS
Sami,£180Th. ,Liga NOS
Héldon, ,Liga NOS
Djalma,£2.61m ,Liga NOS
Kanú,£270Th. ,Liga NOS
Dylan Duventru,£90Th. ,Liga NOS
Arsénio, ,Liga NOS
Baba Diawara,£2.70m ,Liga NOS
Edinho,£1.35m ,Liga NOS
Kléber,£1.17m ,Liga NOS
Vangelis Mantzios,£1.13m ,Liga NOS
Adilson,£720Th. ,Liga NOS
Lelo,£270Th. ,Liga NOS
Abdelmalek Cherrad,£180Th. ,Liga NOS
Fidelis,£90Th. ,Liga NOS
Edivândio, ,Liga NOS
Rafael Bracali,£2.61m ,Liga NOS
Elisson,£270Th. ,Liga NOS
Vladan Giljen,£90Th. ,Liga NOS
Felipe Lopes,£2.79m ,Liga NOS
Danielson,£1.35m ,Liga NOS
Zarko Tomasevic,£720Th. ,Liga NOS
Alex Bruno,- ,Liga NOS
Nuno Pinto,£900Th. ,Liga NOS
Danijel Stojanovic,£360Th. ,Liga NOS
Arthur Henrique,£270Th. ,Liga NOS
Patacas,£900Th. ,Liga NOS
João Aurélio,£720Th. ,Liga NOS
Luís Alberto,£1.17m ,Liga NOS
Claudemir,£810Th. ,Liga NOS
Ivan Todorovic,£450Th. ,Liga NOS
Ricardo Fernandes,£90Th. ,Liga NOS
Bruno Amaro,£1.17m ,Liga NOS
Edgar Costa,£810Th. ,Liga NOS
Dejan Skolnik,£810Th. ,Liga NOS
Diego Barcelos,£990Th. ,Liga NOS
Rene Mihelic,£720Th. ,Liga NOS
Thiago Gentil,£360Th. ,Liga NOS
Juninho Arcanjo,£270Th. ,Liga NOS
Mateus,£1.53m ,Liga NOS
Márcio Madeira,£90Th. ,Liga NOS
Nejc Pecnik,£1.53m ,Liga NOS
Orlando Sá,£900Th. ,Liga NOS
Anselmo,£540Th. ,Liga NOS
Pedro Oldoni,£360Th. ,Liga NOS
Darko Bodul,£270Th. ,Liga NOS
Kristijan Pavlovic,£180Th. ,Liga NOS
Romuald Peiser,£1.26m ,Liga NOS
Ricardo Nunes,£630Th. ,Liga NOS
João Barroca,£90Th. ,Liga NOS
Nuno Coelho,£1.35m ,Liga NOS
Rui Orlando,£1.17m ,Liga NOS
Markus Berger,£900Th. ,Liga NOS
Amoreirinha,£720Th. ,Liga NOS
Luiz Nunes,£720Th. ,Liga NOS
Pape Sow,£270Th. ,Liga NOS
David Addy,£450Th. ,Liga NOS
Hélder Cabral,£360Th. ,Liga NOS
Pedrinho,£1.17m ,Liga NOS
Pedro Costa,£630Th. ,Liga NOS
Diogo Melo,£270Th. ,Liga NOS
Paulo Grilo,£90Th. ,Liga NOS
Adrien Silva,£1.80m ,Liga NOS
Hugo Morais,£810Th. ,Liga NOS
Diogo Gomes,£630Th. ,Liga NOS
Amaury Bischoff,£360Th. ,Liga NOS
JÃºnior ParaÃ­ba,£270Th. ,Liga NOS
Diogo Valente,£720Th. ,Liga NOS
Christo Amessan,£90Th. ,Liga NOS
Modou Sougou,£2.07m ,Liga NOS
Laionel,£450Th. ,Liga NOS
Ibrahim Sissoko,£90Th. ,Liga NOS
Miguel Fidalgo,£1.35m ,Liga NOS
Éder,£1.08m ,Liga NOS
Enrique CarreÃ±o,£90Th. ,Liga NOS
Mário Felgueiras,£810Th. ,Liga NOS
Paulo Santos,£450Th. ,Liga NOS
Pedro Trigueira,£270Th. ,Liga NOS
Jeferson,£450Th. ,Liga NOS
Gaspar,£360Th. ,Liga NOS
Ricardo Fernandes,£270Th. ,Liga NOS
Éder Monteiro,£270Th. ,Liga NOS
Tiago Pinto,£630Th. ,Liga NOS
Carlos Milhazes,£540Th. ,Liga NOS
Valdir,£180Th. ,Liga NOS
André Dias,£90Th. ,Liga NOS
Wíres,£900Th. ,Liga NOS
Lionn,£450Th. ,Liga NOS
Zé Gomes,£360Th. ,Liga NOS
Ricardo Chaves,£540Th. ,Liga NOS
Bruno China,£1.35m ,Liga NOS
Vítor Gomes,£1.08m ,Liga NOS
Tarantini,£900Th. ,Liga NOS
Júlio Alves,£630Th. ,Liga NOS
Fábio Felicio,£450Th. ,Liga NOS
Braga,£1.17m ,Liga NOS
Bruno Gama,£1.35m ,Liga NOS
Sidnei,£630Th. ,Liga NOS
Felipe Alberto,£180Th. ,Liga NOS
Saulo,£720Th. ,Liga NOS
JoÃ£o Mendes,£450Th. ,Liga NOS
Yazalde,£1.62m ,Liga NOS
João Tomás,£810Th. ,Liga NOS
Cícero,£450Th. ,Liga NOS
Jan Oblak,£675Th. ,Liga NOS
Bruno Veríssimo,£450Th. ,Liga NOS
Ricardo Batista,£450Th. ,Liga NOS
Moretto,£360Th. ,Liga NOS
Jardel,£2.16m ,Liga NOS
Maurício,£540Th. ,Liga NOS
Anselmo,£450Th. ,Liga NOS
Cristian Suárez,£450Th. ,Liga NOS
Paulo Renato,£270Th. ,Liga NOS
Kelvin Maynard,£225Th. ,Liga NOS
Mexer,£180Th. ,Liga NOS
André Micael,£135Th. ,Liga NOS
Daniel Jesus, ,Liga NOS
Carlos Fernandes,£630Th. ,Liga NOS
Ismaily,£270Th. ,Liga NOS
João Gonçalves,£720Th. ,Liga NOS
Gerson, ,Liga NOS
André Lima, ,Liga NOS
Delson,£720Th. ,Liga NOS
Fernando Alexandre,£630Th. ,Liga NOS
Esteban Carvajal,£405Th. ,Liga NOS
Nuno Piloto,£720Th. ,Liga NOS
Rui Duarte,£720Th. ,Liga NOS
Vinicius,£450Th. ,Liga NOS
Pavel Vieira, ,Liga NOS
Paulo Sérgio,£630Th. ,Liga NOS
William Kwabena Tiero,£585Th. ,Liga NOS
Lulinha,£450Th. ,Liga NOS
Cadu,£180Th. ,Liga NOS
Zequinha,£180Th. ,Liga NOS
Jorge Gonçalves,£900Th. ,Liga NOS
Dady,£1.08m ,Liga NOS
Djalmir,£810Th. ,Liga NOS
Adilson,£720Th. ,Liga NOS
Jean-Paul Yontcha,£540Th. ,Liga NOS
Toy,£450Th. ,Liga NOS
André Matias, ,Liga NOS
Diego,£720Th. ,Liga NOS
Matos,£180Th. ,Liga NOS
Getúlio Vargas,£90Th. ,Liga NOS
Valdomiro,£1.71m ,Liga NOS
Aurélien Collin,£900Th. ,Liga NOS
Ricardo Silva,£540Th. ,Liga NOS
Kheireddine Zarabi,£450Th. ,Liga NOS
Anderson do Ó,£270Th. ,Liga NOS
François,£180Th. ,Liga NOS
Miguel Lourenço, ,Liga NOS
Miguelito,£1.35m ,Liga NOS
Peter Suswam,£135Th. ,Liga NOS
Michel,£45Th. ,Liga NOS
Mamadou Djikiné,£720Th. ,Liga NOS
Tengarrinha,£450Th. ,Liga NOS
Ney Santos,£360Th. ,Liga NOS
Silva,£180Th. ,Liga NOS
José Pedro,£1.35m ,Liga NOS
Hugo Leal,£720Th. ,Liga NOS
Bruno Gallo,£270Th. ,Liga NOS
Zeca,£180Th. ,Liga NOS
Neca,£1.26m ,Liga NOS
Paulo Regula,£540Th. ,Liga NOS
Pimenta,£450Th. ,Liga NOS
Sassá, ,Liga NOS
Joãozinho,£90Th. ,Liga NOS
William,£1.62m ,Liga NOS
Cláudio Pitbull,£810Th. ,Liga NOS
Henrique,£810Th. ,Liga NOS
Jaílson,£180Th. ,Liga NOS
Brasão,£135Th. ,Liga NOS
Andjelko Djuricic,£1.08m ,Liga NOS
Gottardi,£270Th. ,Liga NOS
Mika,£90Th. ,Liga NOS
Luiz Carlos,£45Th. ,Liga NOS
Paulo Vinícius,£810Th. ,Liga NOS
Diego Gaúcho,£630Th. ,Liga NOS
Zé António,£450Th. ,Liga NOS
Bruno Miguel,£360Th. ,Liga NOS
Mamadou Tall,£360Th. ,Liga NOS
Renato Saldanha,£90Th. ,Liga NOS
Milos Obradovic,£270Th. ,Liga NOS
Patrick,£180Th. ,Liga NOS
Hugo Gomes,£630Th. ,Liga NOS
Saidou Panandetiguiri,£360Th. ,Liga NOS
Manuel Iturra,£1.08m ,Liga NOS
Paulo Sérgio,£450Th. ,Liga NOS
