name,Market Value,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Ander Herrera,£27.00m ,31.0,182.0,Midfielder - Central Midfield,right,Paris Saint-Germain,54.0,4.0,11.0,3751.0,35.0,2.0,2.0,2885.0,39.0,5.0,6.0,2934.0,31.0,8.0,5.0,2134.0,41.0,5.0,6.0,2410.0,50.0,2.0,11.0,4020.0,39.0,2.0,2.0,2209.0,28.0,3.0,3.0,1887.0,22.0,1.0,1.0,1282.0,7.0,0.0,0.0,435.0,Premier League
Marouane Fellaini,£10.80m ,32.0,194.0,Midfielder - Central Midfield,right,Shandong Luneng Taishan,43.0,5.0,7.0,3726.0,36.0,12.0,8.0,3213.0,25.0,1.0,4.0,1725.0,31.0,7.0,1.0,2165.0,35.0,5.0,4.0,2301.0,47.0,4.0,2.0,2651.0,23.0,5.0,1.0,878.0,55.0,14.0,7.0,4108.0,13.0,4.0,0.0,944.0,,,,,Premier League
Scott McTominay,£6.30m ,23.0,190.0,Midfielder - Central Midfield,right,Manchester United,,,,,,,,,,,,,,,,,9.0,0.0,0.0,429.0,19.0,3.0,0.0,1531.0,27.0,0.0,0.0,1667.0,22.0,2.0,0.0,1224.0,37.0,5.0,1.0,2453.0,4.0,1.0,0.0,314.0,Premier League
Ethan Hamilton, ,22.0,187.0,Midfielder - Central Midfield,left,Peterborough United,,,,,,,,,,,,,,,,,3.0,0.0,0.0,270.0,29.0,8.0,3.0,2040.0,27.0,1.0,2.0,2226.0,28.0,5.0,1.0,2402.0,30.0,2.0,2.0,2367.0,5.0,0.0,1.0,383.0,Premier League
Ashley Young,£6.30m ,35.0,175.0,Midfielder - Left Midfield,both,Inter Milan,33.0,8.0,12.0,2222.0,23.0,0.0,5.0,1471.0,30.0,3.0,5.0,1489.0,30.0,2.0,6.0,2256.0,27.0,1.0,3.0,1627.0,23.0,0.0,1.0,1469.0,39.0,2.0,7.0,3156.0,41.0,2.0,3.0,3509.0,43.0,5.0,6.0,3005.0,3.0,0.0,1.0,152.0,Premier League
Jesse Lingard,£31.50m ,27.0,174.0,Midfielder - Attacking Midfield,right,Manchester United,20.0,6.0,10.0,1480.0,27.0,4.0,7.0,1991.0,39.0,16.0,10.0,3295.0,18.0,2.0,2.0,938.0,41.0,7.0,4.0,2970.0,42.0,5.0,3.0,2208.0,48.0,13.0,7.0,2652.0,36.0,5.0,4.0,2201.0,40.0,4.0,2.0,1888.0,2.0,0.0,0.0,99.0,Premier League
Henrikh Mkhitaryan,£31.50m ,31.0,177.0,Midfielder - Attacking Midfield,both,AS Roma,37.0,11.0,9.0,2802.0,42.0,29.0,12.0,3653.0,46.0,13.0,10.0,3662.0,42.0,5.0,7.0,3082.0,52.0,23.0,32.0,4380.0,41.0,11.0,5.0,2544.0,39.0,5.0,12.0,2582.0,39.0,6.0,7.0,2522.0,30.0,9.0,6.0,1942.0,4.0,0.0,3.0,341.0,Premier League
Juan Mata,£27.00m ,32.0,170.0,Midfielder - Attacking Midfield,left,Manchester United,54.0,12.0,20.0,4138.0,64.0,19.0,35.0,4914.0,32.0,7.0,8.0,2347.0,35.0,10.0,4.0,2442.0,54.0,10.0,11.0,4115.0,42.0,10.0,6.0,2739.0,40.0,3.0,7.0,2677.0,32.0,6.0,4.0,1779.0,37.0,3.0,7.0,1939.0,3.0,2.0,2.0,258.0,Premier League
Wayne Rooney,£9.00m ,34.0,176.0,Midfielder - Attacking Midfield,right,Derby County,43.0,34.0,9.0,3644.0,37.0,16.0,14.0,2825.0,40.0,19.0,22.0,3317.0,37.0,14.0,6.0,3236.0,42.0,15.0,6.0,3549.0,39.0,8.0,10.0,2445.0,61.0,23.0,9.0,4782.0,31.0,13.0,8.0,2636.0,24.0,6.0,3.0,2100.0,6.0,1.0,0.0,475.0,Premier League
Angel Gomes, ,20.0,168.0,Midfielder - Attacking Midfield,right,Boavista FC,,,,,,,,,,,,,,,,,,,,,21.0,12.0,6.0,1628.0,18.0,5.0,4.0,1280.0,24.0,8.0,5.0,1882.0,13.0,4.0,2.0,900.0,3.0,1.0,3.0,261.0,Premier League
Marcus Rashford,£58.50m ,22.0,185.0,Forward - Left Winger,right,Manchester United,,,,,,,,,,,,,1.0,1.0,0.0,90.0,31.0,12.0,2.0,2101.0,53.0,11.0,7.0,3068.0,52.0,13.0,10.0,2676.0,47.0,13.0,9.0,3291.0,44.0,22.0,11.0,3473.0,6.0,3.0,2.0,392.0,Premier League
Romelu Lukaku,£81.00m ,27.0,191.0,Forward - Centre-Forward,left,Inter Milan,23.0,9.0,2.0,1394.0,38.0,17.0,7.0,2250.0,36.0,16.0,8.0,2805.0,48.0,20.0,7.0,3762.0,46.0,25.0,7.0,4023.0,39.0,26.0,7.0,3447.0,51.0,27.0,9.0,4071.0,45.0,15.0,4.0,3001.0,51.0,34.0,6.0,4189.0,4.0,4.0,0.0,335.0,Premier League
Alexis Sánchez,£63.00m ,31.0,168.0,Forward - Centre-Forward,right,Inter Milan,41.0,14.0,7.0,2640.0,46.0,11.0,14.0,2620.0,54.0,21.0,16.0,3418.0,52.0,25.0,12.0,4326.0,41.0,17.0,11.0,3289.0,51.0,30.0,18.0,4229.0,40.0,11.0,9.0,3252.0,27.0,2.0,4.0,1240.0,32.0,4.0,10.0,1392.0,4.0,0.0,2.0,120.0,Premier League
Anthony Martial,£58.50m ,24.0,181.0,Forward - Centre-Forward,right,Manchester United,,,,,4.0,0.0,0.0,57.0,15.0,2.0,1.0,706.0,48.0,12.0,5.0,2560.0,56.0,18.0,11.0,4663.0,42.0,8.0,8.0,2517.0,45.0,11.0,9.0,2337.0,38.0,12.0,3.0,2327.0,48.0,23.0,12.0,3566.0,3.0,0.0,1.0,208.0,Premier League
Zlatan Ibrahimovic,£3.60m ,39.0,195.0,Forward - Centre-Forward,both,AC Milan,44.0,35.0,12.0,3807.0,46.0,35.0,17.0,4083.0,46.0,41.0,17.0,3750.0,37.0,30.0,8.0,3111.0,51.0,50.0,18.0,4146.0,46.0,28.0,10.0,3847.0,34.0,23.0,7.0,2330.0,31.0,31.0,8.0,2790.0,20.0,11.0,5.0,1509.0,3.0,5.0,0.0,270.0,Premier League
James Wilson,£1.80m ,24.0,183.0,Forward - Centre-Forward,left,Salford City,1.0,0.0,0.0,30.0,1.0,0.0,1.0,21.0,18.0,14.0,1.0,1397.0,27.0,6.0,1.0,1256.0,30.0,6.0,3.0,1476.0,5.0,1.0,0.0,288.0,19.0,4.0,0.0,1180.0,33.0,4.0,3.0,1417.0,22.0,2.0,4.0,1049.0,7.0,2.0,1.0,491.0,Premier League
David Ospina,£4.50m ,32.0,183.0,Goalkeeper,right,SSC Napoli,38.0,45.0,11.0,3383.0,28.0,29.0,11.0,2477.0,32.0,27.0,15.0,2871.0,23.0,17.0,10.0,2038.0,12.0,17.0,4.0,1080.0,14.0,22.0,4.0,1222.0,21.0,20.0,9.0,1820.0,24.0,25.0,8.0,2087.0,23.0,22.0,8.0,2010.0,2.0,1.0,1.0,180.0,Premier League
Petr Cech,£2.70m ,38.0,196.0,Goalkeeper,left,Retired,56.0,57.0,19.0,5025.0,63.0,74.0,20.0,5655.0,46.0,35.0,22.0,4098.0,16.0,11.0,8.0,1476.0,42.0,42.0,20.0,3780.0,37.0,38.0,13.0,3308.0,38.0,52.0,12.0,3430.0,22.0,26.0,9.0,1935.0,,,,,,,,,Premier League
Matt Macey,£450Th. ,26.0,202.0,Goalkeeper,right,Arsenal FC,,,,,,,,,15.0,30.0,2.0,1350.0,17.0,27.0,5.0,1515.0,15.0,15.0,4.0,1305.0,22.0,26.0,7.0,1980.0,8.0,10.0,4.0,750.0,38.0,70.0,5.0,3313.0,8.0,14.0,0.0,720.0,1.0,2.0,0.0,90.0,Premier League
Dejan Iliev, ,25.0,195.0,Goalkeeper,right,Shrewsbury Town,,,,,0.0,0.0,0.0,0.0,11.0,15.0,2.0,959.0,7.0,9.0,1.0,554.0,0.0,0.0,0.0,0.0,,,,,8.0,7.0,4.0,645.0,21.0,43.0,6.0,1877.0,22.0,33.0,5.0,1980.0,,,,,Premier League
Shkodran Mustafi,£22.50m ,28.0,184.0,Defender - Centre-Back,right,Arsenal FC,9.0,0.0,0.0,754.0,17.0,0.0,1.0,1097.0,35.0,1.0,1.0,2934.0,36.0,4.0,1.0,3124.0,44.0,2.0,2.0,3896.0,38.0,2.0,2.0,3309.0,38.0,3.0,2.0,3263.0,40.0,3.0,0.0,3333.0,27.0,1.0,1.0,2253.0,,,,,Premier League
Laurent Koscielny,£13.50m ,35.0,185.0,Defender - Centre-Back,right,FC Girondins Bordeaux,42.0,3.0,2.0,3630.0,34.0,4.0,1.0,2511.0,46.0,3.0,0.0,3974.0,39.0,3.0,0.0,3353.0,44.0,4.0,0.0,3803.0,43.0,2.0,1.0,3675.0,33.0,2.0,0.0,2790.0,31.0,3.0,0.0,2406.0,28.0,0.0,0.0,2484.0,6.0,0.0,1.0,540.0,Premier League
Calum Chambers,£12.60m ,25.0,182.0,Defender - Centre-Back,right,Arsenal FC,,,,,24.0,3.0,4.0,1944.0,26.0,0.0,0.0,1990.0,36.0,1.0,3.0,2597.0,25.0,1.0,0.0,1200.0,27.0,2.0,1.0,2430.0,25.0,0.0,0.0,1832.0,33.0,2.0,0.0,2766.0,18.0,1.0,4.0,1384.0,,,,,Premier League
Rob Holding,£6.30m ,25.0,189.0,Defender - Centre-Back,right,Arsenal FC,,,,,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1170.0,13.0,2.0,0.0,1091.0,30.0,1.0,1.0,2598.0,21.0,1.0,1.0,1830.0,28.0,1.0,0.0,2195.0,16.0,0.0,0.0,1317.0,23.0,1.0,0.0,1609.0,6.0,0.0,0.0,540.0,Premier League
Konstantinos Mavropanos,£2.70m ,22.0,194.0,Defender - Centre-Back,right,VfB Stuttgart,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,979.0,24.0,3.0,1.0,2004.0,6.0,0.0,0.0,310.0,23.0,0.0,0.0,1924.0,1.0,0.0,0.0,70.0,Premier League
Per Mertesacker,£900Th. ,36.0,200.0,Defender - Centre-Back,right,Retired,31.0,0.0,0.0,2729.0,44.0,3.0,0.0,3958.0,52.0,3.0,2.0,4724.0,48.0,2.0,1.0,4293.0,36.0,0.0,0.0,3015.0,2.0,0.0,0.0,127.0,12.0,2.0,1.0,847.0,,,,,,,,,,,,,Premier League
Sead Kolasinac,£16.20m ,27.0,183.0,Defender - Left-Back,left,Arsenal FC,30.0,6.0,7.0,2683.0,25.0,2.0,2.0,1877.0,30.0,0.0,2.0,2154.0,8.0,0.0,0.0,619.0,30.0,1.0,1.0,2048.0,36.0,3.0,9.0,2892.0,36.0,5.0,4.0,2623.0,36.0,0.0,9.0,2789.0,32.0,0.0,2.0,2044.0,4.0,0.0,0.0,277.0,Premier League
Nacho Monreal,£11.70m ,34.0,180.0,Defender - Left-Back,left,Real Sociedad,33.0,0.0,4.0,2745.0,32.0,2.0,6.0,2636.0,36.0,0.0,1.0,1948.0,39.0,1.0,2.0,3277.0,45.0,0.0,4.0,3936.0,43.0,1.0,3.0,3798.0,38.0,6.0,2.0,3091.0,36.0,1.0,7.0,2898.0,36.0,2.0,0.0,2962.0,3.0,0.0,0.0,270.0,Premier League
Cohen Bramall,£225Th. ,24.0,178.0,Defender - Left-Back,left,Colchester United,,,,,,,,,,,,,,,,,,,,,9.0,1.0,3.0,803.0,9.0,0.0,1.0,711.0,11.0,0.0,1.0,716.0,32.0,2.0,5.0,2807.0,7.0,0.0,1.0,630.0,Premier League
Héctor Bellerín,£36.00m ,25.0,178.0,Defender - Right-Back,right,Arsenal FC,3.0,1.0,0.0,145.0,17.0,2.0,2.0,1148.0,22.0,2.0,3.0,1680.0,30.0,2.0,2.0,2433.0,44.0,1.0,8.0,3948.0,42.0,1.0,5.0,3233.0,47.0,3.0,5.0,4161.0,19.0,0.0,5.0,1533.0,25.0,1.0,2.0,1949.0,7.0,0.0,2.0,511.0,Premier League
Mathieu Debuchy,£4.05m ,35.0,177.0,Defender - Right-Back,right,AS Saint-Étienne,43.0,5.0,1.0,3857.0,34.0,0.0,1.0,2965.0,32.0,1.0,4.0,2795.0,15.0,1.0,0.0,1260.0,16.0,0.0,0.0,1295.0,4.0,2.0,0.0,266.0,23.0,5.0,1.0,2012.0,24.0,4.0,3.0,1947.0,32.0,2.0,3.0,2693.0,3.0,0.0,0.0,189.0,Premier League
Carl Jenkinson,£3.15m ,28.0,185.0,Defender - Right-Back,right,Nottingham Forest,17.0,0.0,4.0,1086.0,23.0,0.0,1.0,2051.0,24.0,1.0,3.0,1637.0,36.0,0.0,2.0,3057.0,23.0,2.0,0.0,1524.0,12.0,1.0,2.0,1017.0,9.0,0.0,0.0,681.0,9.0,1.0,0.0,647.0,10.0,0.0,1.0,800.0,1.0,0.0,0.0,80.0,Premier League
Jordi Osei-Tutu, ,22.0,176.0,Defender - Right-Back,right,Cardiff City,,,,,,,,,,,,,,,,,1.0,0.0,0.0,76.0,29.0,2.0,3.0,2540.0,18.0,2.0,1.0,1620.0,12.0,0.0,1.0,987.0,22.0,5.0,3.0,1359.0,6.0,0.0,0.0,527.0,Premier League
Granit Xhaka,£36.00m ,28.0,186.0,Midfielder - Defensive Midfield,left,Arsenal FC,38.0,1.0,3.0,2650.0,33.0,1.0,0.0,2067.0,29.0,0.0,1.0,2145.0,42.0,5.0,5.0,3704.0,36.0,3.0,2.0,3085.0,46.0,4.0,3.0,3553.0,48.0,3.0,8.0,4150.0,40.0,4.0,5.0,3441.0,41.0,1.0,2.0,3433.0,7.0,0.0,0.0,501.0,Premier League
Francis Coquelin,£10.80m ,29.0,177.0,Midfielder - Defensive Midfield,right,Villarreal CF,18.0,0.0,1.0,1191.0,26.0,0.0,1.0,1293.0,24.0,1.0,0.0,1241.0,37.0,0.0,0.0,2770.0,36.0,0.0,0.0,2380.0,39.0,0.0,0.0,2338.0,26.0,1.0,1.0,1675.0,42.0,0.0,1.0,2810.0,36.0,0.0,2.0,2579.0,4.0,0.0,0.0,206.0,Premier League
Mohamed Elneny,£9.00m ,28.0,179.0,Midfielder - Defensive Midfield,right,Arsenal FC,14.0,0.0,3.0,1260.0,26.0,0.0,0.0,1551.0,48.0,1.0,3.0,3370.0,42.0,3.0,3.0,2833.0,44.0,7.0,3.0,3192.0,24.0,0.0,2.0,1043.0,32.0,1.0,4.0,2341.0,17.0,0.0,1.0,1013.0,36.0,1.0,4.0,3064.0,6.0,0.0,0.0,472.0,Premier League
Krystian Bielik,£1.80m ,22.0,189.0,Midfielder - Defensive Midfield,right,Derby County,,,,,,,,,,,,,13.0,0.0,0.0,765.0,32.0,1.0,0.0,2758.0,25.0,0.0,0.0,1994.0,4.0,0.0,0.0,357.0,35.0,5.0,2.0,2905.0,22.0,0.0,0.0,1602.0,,,,,Premier League
Charlie Gilmour, ,21.0,170.0,Midfielder - Defensive Midfield,right,Norwich City U23,,,,,,,,,,,,,,,,,,,,,15.0,3.0,1.0,996.0,9.0,3.0,0.0,584.0,25.0,4.0,2.0,1995.0,25.0,0.0,3.0,2223.0,,,,,Premier League
Ben Sheaf, ,22.0,185.0,Midfielder - Defensive Midfield,right,Coventry City,,,,,,,,,,,,,2.0,0.0,0.0,102.0,30.0,4.0,2.0,2128.0,20.0,1.0,0.0,1671.0,18.0,0.0,0.0,1322.0,13.0,0.0,1.0,927.0,38.0,2.0,3.0,2943.0,6.0,0.0,0.0,369.0,Premier League
Aaron Ramsey,£40.50m ,29.0,182.0,Midfielder - Central Midfield,both,Juventus FC,44.0,3.0,6.0,3160.0,47.0,2.0,4.0,2692.0,34.0,16.0,10.0,2724.0,41.0,10.0,8.0,2918.0,40.0,6.0,5.0,3134.0,32.0,4.0,5.0,2016.0,32.0,11.0,12.0,2466.0,40.0,6.0,8.0,2171.0,35.0,4.0,1.0,1384.0,2.0,0.0,1.0,158.0,Premier League
Alex Oxlade-Chamberlain,£36.00m ,27.0,175.0,Midfielder - Central Midfield,right,Liverpool FC,28.0,4.0,3.0,1491.0,34.0,2.0,5.0,1640.0,21.0,3.0,6.0,1087.0,37.0,3.0,5.0,2128.0,33.0,2.0,2.0,1530.0,45.0,6.0,11.0,2568.0,46.0,5.0,8.0,2410.0,4.0,0.0,0.0,105.0,43.0,8.0,2.0,2225.0,,,,,Premier League
Jack Wilshere,£18.00m ,28.0,172.0,Midfielder - Central Midfield,left,Without Club,,,,,36.0,2.0,7.0,2533.0,35.0,5.0,5.0,2506.0,24.0,2.0,4.0,1479.0,6.0,1.0,1.0,386.0,29.0,0.0,2.0,1950.0,40.0,2.0,7.0,2795.0,9.0,0.0,1.0,456.0,10.0,1.0,0.0,358.0,1.0,0.0,0.0,90.0,Premier League
Jeff Reine-Adélaïde,£2.70m ,22.0,184.0,Midfielder - Central Midfield,right,OGC Nice,,,,,,,,,,,,,0.0,0.0,0.0,0.0,22.0,3.0,4.0,1697.0,15.0,0.0,2.0,1138.0,18.0,1.0,2.0,1019.0,36.0,3.0,3.0,2645.0,23.0,3.0,4.0,1195.0,1.0,0.0,0.0,23.0,Premier League
Santi Cazorla,£2.25m ,35.0,168.0,Midfielder - Central Midfield,both,Al-Sadd SC,42.0,9.0,8.0,3466.0,49.0,12.0,14.0,4251.0,46.0,7.0,9.0,3630.0,53.0,8.0,15.0,4305.0,23.0,0.0,5.0,1965.0,11.0,2.0,3.0,856.0,,,,,46.0,7.0,11.0,3117.0,45.0,17.0,13.0,3265.0,2.0,3.0,2.0,180.0,Premier League
Marcus McGuane,£450Th. ,21.0,178.0,Midfielder - Central Midfield,right,Oxford United,,,,,,,,,,,,,,,,,18.0,1.0,0.0,1109.0,31.0,1.0,4.0,2121.0,19.0,2.0,0.0,974.0,16.0,0.0,1.0,659.0,16.0,1.0,3.0,1304.0,5.0,0.0,0.0,302.0,Premier League
Josh Dasilva, ,21.0,184.0,Midfielder - Central Midfield,left,Brentford FC,,,,,,,,,,,,,1.0,0.0,0.0,8.0,6.0,0.0,0.0,185.0,33.0,3.0,3.0,2384.0,20.0,1.0,5.0,1515.0,21.0,1.0,1.0,780.0,47.0,10.0,4.0,3211.0,8.0,2.0,1.0,583.0,Premier League
Joe Willock, ,21.0,186.0,Midfielder - Central Midfield,right,Arsenal FC,,,,,,,,,,,,,,,,,,,,,29.0,8.0,10.0,2160.0,23.0,1.0,5.0,1587.0,20.0,12.0,2.0,1551.0,44.0,5.0,1.0,1855.0,3.0,0.0,0.0,176.0,Premier League
Ainsley Maitland-Niles,£6.30m ,23.0,180.0,Midfielder - Right Midfield,right,Arsenal FC,,,,,,,,,24.0,2.0,5.0,1621.0,30.0,2.0,1.0,2397.0,32.0,2.0,3.0,1824.0,20.0,0.0,2.0,1555.0,32.0,0.0,1.0,2310.0,31.0,2.0,3.0,2188.0,33.0,1.0,2.0,2106.0,6.0,0.0,0.0,367.0,Premier League
Mesut Özil,£45.00m ,32.0,180.0,Midfielder - Attacking Midfield,left,Arsenal FC,52.0,7.0,28.0,3850.0,52.0,10.0,24.0,3550.0,42.0,7.0,14.0,3367.0,32.0,5.0,9.0,2711.0,45.0,8.0,20.0,3940.0,44.0,12.0,14.0,3746.0,35.0,5.0,14.0,2953.0,35.0,6.0,3.0,2420.0,23.0,1.0,3.0,1812.0,,,,,Premier League
Henrikh Mkhitaryan,£31.50m ,31.0,177.0,Midfielder - Attacking Midfield,both,AS Roma,37.0,11.0,9.0,2802.0,42.0,29.0,12.0,3653.0,46.0,13.0,10.0,3662.0,42.0,5.0,7.0,3082.0,52.0,23.0,32.0,4380.0,41.0,11.0,5.0,2544.0,39.0,5.0,12.0,2582.0,39.0,6.0,7.0,2522.0,30.0,9.0,6.0,1942.0,4.0,0.0,3.0,341.0,Premier League
Vlad Dragomir,£45Th. ,21.0,178.0,Midfielder - Attacking Midfield,left,AC Perugia Calcio,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,,,,,33.0,2.0,5.0,1881.0,20.0,6.0,1.0,1533.0,32.0,1.0,3.0,2597.0,27.0,0.0,5.0,1730.0,5.0,1.0,1.0,301.0,Premier League
Alex Iwobi,£13.50m ,24.0,183.0,Forward - Left Winger,right,Everton FC,,,,,,,,,17.0,1.0,1.0,1030.0,25.0,11.0,4.0,2079.0,34.0,6.0,5.0,2220.0,39.0,4.0,8.0,2354.0,39.0,3.0,7.0,2645.0,51.0,6.0,9.0,2839.0,29.0,2.0,1.0,1941.0,6.0,1.0,2.0,219.0,Premier League
Theo Walcott,£18.00m ,31.0,175.0,Forward - Right Winger,both,Southampton FC,46.0,11.0,12.0,3518.0,43.0,21.0,16.0,2988.0,18.0,6.0,7.0,1203.0,22.0,7.0,1.0,795.0,42.0,9.0,7.0,2076.0,37.0,19.0,2.0,2495.0,30.0,7.0,8.0,2069.0,40.0,6.0,2.0,2168.0,29.0,2.0,4.0,1449.0,3.0,0.0,1.0,192.0,Premier League
Reiss Nelson, ,20.0,175.0,Forward - Right Winger,right,Arsenal FC,,,,,,,,,,,,,,,,,19.0,1.0,2.0,1166.0,27.0,12.0,6.0,2236.0,27.0,9.0,3.0,1750.0,31.0,8.0,1.0,953.0,24.0,3.0,3.0,1131.0,2.0,0.0,0.0,80.0,Premier League
Pierre-Emerick Aubameyang,£67.50m ,31.0,187.0,Forward - Centre-Forward,right,Arsenal FC,38.0,18.0,11.0,3299.0,45.0,21.0,14.0,3850.0,48.0,16.0,5.0,2653.0,46.0,25.0,11.0,3813.0,49.0,39.0,12.0,3931.0,46.0,40.0,5.0,3959.0,38.0,31.0,7.0,3316.0,51.0,31.0,8.0,3859.0,44.0,29.0,3.0,3725.0,6.0,2.0,1.0,540.0,Premier League
Alexis Sánchez,£63.00m ,31.0,168.0,Forward - Centre-Forward,right,Inter Milan,41.0,14.0,7.0,2640.0,46.0,11.0,14.0,2620.0,54.0,21.0,16.0,3418.0,52.0,25.0,12.0,4326.0,41.0,17.0,11.0,3289.0,51.0,30.0,18.0,4229.0,40.0,11.0,9.0,3252.0,27.0,2.0,4.0,1240.0,32.0,4.0,10.0,1392.0,4.0,0.0,2.0,120.0,Premier League
Alexandre Lacazette,£54.00m ,29.0,176.0,Forward - Centre-Forward,right,Arsenal FC,43.0,10.0,6.0,2206.0,37.0,4.0,10.0,2756.0,54.0,22.0,8.0,4409.0,40.0,31.0,8.0,3468.0,44.0,23.0,4.0,3743.0,45.0,37.0,5.0,3477.0,39.0,17.0,5.0,2758.0,49.0,19.0,13.0,3327.0,39.0,12.0,7.0,2581.0,5.0,3.0,0.0,266.0,Premier League
Olivier Giroud,£16.20m ,34.0,193.0,Forward - Centre-Forward,left,Chelsea FC,42.0,25.0,12.0,3698.0,47.0,17.0,12.0,3201.0,51.0,22.0,12.0,4092.0,36.0,19.0,4.0,2379.0,53.0,24.0,6.0,3373.0,40.0,16.0,7.0,1780.0,44.0,12.0,3.0,2187.0,45.0,13.0,10.0,2186.0,25.0,10.0,1.0,1408.0,3.0,1.0,0.0,111.0,Premier League
Danny Welbeck,£13.50m ,29.0,185.0,Forward - Centre-Forward,right,Brighton & Hove Albion,39.0,12.0,7.0,2448.0,40.0,2.0,5.0,2162.0,36.0,10.0,6.0,2291.0,37.0,8.0,6.0,2517.0,16.0,5.0,2.0,818.0,22.0,5.0,4.0,1094.0,43.0,10.0,2.0,2325.0,14.0,5.0,1.0,604.0,20.0,3.0,1.0,997.0,,,,,Premier League
Chuba Akpom,£1.08m ,25.0,186.0,Forward - Centre-Forward,right,Middlesbrough FC,,,,,20.0,13.0,2.0,1670.0,29.0,11.0,4.0,2032.0,25.0,9.0,2.0,1457.0,41.0,7.0,1.0,2152.0,15.0,3.0,2.0,563.0,24.0,8.0,2.0,1741.0,33.0,8.0,5.0,1913.0,43.0,10.0,3.0,2239.0,6.0,2.0,2.0,506.0,Premier League
Eddie Nketiah, ,21.0,180.0,Forward - Centre-Forward,right,Arsenal FC,,,,,,,,,,,,,,,,,1.0,0.0,0.0,16.0,33.0,24.0,5.0,2105.0,23.0,14.0,2.0,1297.0,20.0,11.0,4.0,1236.0,36.0,9.0,1.0,1507.0,8.0,2.0,0.0,352.0,Premier League
Ederson,£45.00m ,27.0,188.0,Goalkeeper,left,Manchester City,,,,,8.0,14.0,1.0,695.0,28.0,27.0,13.0,2427.0,28.0,33.0,7.0,2520.0,22.0,18.0,9.0,1971.0,40.0,27.0,24.0,3552.0,45.0,36.0,21.0,4005.0,55.0,38.0,28.0,4980.0,44.0,37.0,20.0,3837.0,4.0,7.0,1.0,360.0,Premier League
Joe Hart,£9.00m ,33.0,196.0,Goalkeeper,right,Tottenham Hotspur,51.0,45.0,20.0,4590.0,45.0,46.0,18.0,4050.0,39.0,43.0,14.0,3540.0,44.0,45.0,15.0,3960.0,47.0,48.0,18.0,4181.0,38.0,64.0,6.0,3450.0,23.0,42.0,6.0,2100.0,21.0,41.0,6.0,1920.0,3.0,7.0,0.0,270.0,2.0,3.0,0.0,180.0,Premier League
Claudio Bravo,£3.15m ,37.0,184.0,Goalkeeper,right,Real Betis Balompié,37.0,51.0,12.0,3330.0,31.0,40.0,9.0,2790.0,44.0,61.0,15.0,3960.0,37.0,19.0,23.0,3330.0,35.0,23.0,18.0,3148.0,33.0,36.0,11.0,2952.0,13.0,10.0,5.0,1185.0,1.0,0.0,1.0,90.0,17.0,16.0,5.0,1491.0,3.0,3.0,2.0,270.0,Premier League
Angus Gunn,£1.80m ,24.0,196.0,Goalkeeper,right,Stoke City,,,,,1.0,1.0,0.0,90.0,6.0,10.0,2.0,540.0,24.0,32.0,4.0,2160.0,19.0,21.0,3.0,1710.0,5.0,6.0,2.0,450.0,51.0,66.0,16.0,4650.0,17.0,23.0,5.0,1560.0,13.0,29.0,3.0,1170.0,1.0,2.0,0.0,90.0,Premier League
John Stones,£45.00m ,26.0,188.0,Defender - Centre-Back,right,Manchester City,2.0,0.0,0.0,53.0,38.0,1.0,1.0,3157.0,26.0,0.0,0.0,1848.0,28.0,1.0,0.0,2426.0,41.0,0.0,0.0,3416.0,41.0,2.0,0.0,3170.0,29.0,3.0,0.0,2234.0,39.0,0.0,1.0,2820.0,24.0,0.0,1.0,1584.0,1.0,0.0,0.0,90.0,Premier League
Aymeric Laporte,£45.00m ,26.0,190.0,Defender - Centre-Back,left,Manchester City,,,,,25.0,0.0,1.0,2026.0,38.0,2.0,0.0,3215.0,49.0,0.0,1.0,4310.0,45.0,5.0,2.0,3924.0,43.0,2.0,0.0,3765.0,43.0,1.0,3.0,3867.0,51.0,5.0,3.0,4352.0,20.0,1.0,0.0,1497.0,2.0,0.0,0.0,180.0,Premier League
Nicolás Otamendi,£31.50m ,32.0,183.0,Defender - Centre-Back,right,SL Benfica,30.0,2.0,0.0,2607.0,43.0,1.0,2.0,3824.0,32.0,1.0,3.0,2880.0,38.0,6.0,0.0,3362.0,49.0,1.0,0.0,4268.0,43.0,1.0,3.0,3792.0,46.0,5.0,0.0,4048.0,33.0,1.0,1.0,2478.0,39.0,3.0,0.0,2910.0,2.0,0.0,0.0,180.0,Premier League
