name,Market Value,current league
Alexis Araujo,£225Th. ,Ligue 1
Ricardo Kishna,£2.70m ,Ligue 1
Lenny Nangis,£1.58m ,Ligue 1
Naïm Sliti,£1.58m ,Ligue 1
Ryan Mendes,£900Th. ,Ligue 1
Martin Terrier,£360Th. ,Ligue 1
Rony Lopes,£7.20m ,Ligue 1
Anwar El Ghazi,£5.40m ,Ligue 1
Morgan Amalfitano,£900Th. ,Ligue 1
Ryad Habbas, ,Ligue 1
Nicolas de Préville,£4.95m ,Ligue 1
Éder,£4.50m ,Ligue 1
Baptiste Guillaume,£1.80m ,Ligue 1
Junior Tallo,£900Th. ,Ligue 1
Lebo Mothiba,£225Th. ,Ligue 1
Benoît Costil,£6.75m ,Ligue 1
Paul Nardi,£1.08m ,Ligue 1
Abdoulaye Diallo,£900Th. ,Ligue 1
Raïs M'Bolhi,£360Th. ,Ligue 1
Edvinas Gertmonas,£270Th. ,Ligue 1
Romain Cagnon, ,Ligue 1
Mexer,£3.60m ,Ligue 1
Pedro Mendes,£2.70m ,Ligue 1
Joris Gnagnon,£1.80m ,Ligue 1
Séga Coulibaly,£135Th. ,Ligue 1
Ramy Bensebaini,£1.80m ,Ligue 1
Ludovic Baal,£1.35m ,Ligue 1
Afonso Figueiredo,£720Th. ,Ligue 1
Namakoro Diallo,£270Th. ,Ligue 1
Sylvain Armand,£225Th. ,Ligue 1
Romain Danzé,£1.80m ,Ligue 1
Steven Moreira,£1.58m ,Ligue 1
Dimitri Cavaré,£1.13m ,Ligue 1
Mehdi Zeffane,£900Th. ,Ligue 1
Gelson Fernandes,£2.25m ,Ligue 1
Clément Chantôme,£1.80m ,Ligue 1
Yacouba Sylla,£1.58m ,Ligue 1
Benjamin André,£3.60m ,Ligue 1
Sanjin Prcic,£1.13m ,Ligue 1
Nicolas Janvier,£270Th. ,Ligue 1
Anthony Ribelin,£225Th. ,Ligue 1
Denis Will Poha,£225Th. ,Ligue 1
James Léa Siliki,£135Th. ,Ligue 1
Ermir Lenjani,£900Th. ,Ligue 1
Yoann Gourcuff,£2.25m ,Ligue 1
Sébastien Salles-Lamonge,£270Th. ,Ligue 1
Paul-Georges Ntep,£7.20m ,Ligue 1
Kamil Grosicki,£6.30m ,Ligue 1
Pedro Henrique,£2.70m ,Ligue 1
Adama Diakhaby,£1.35m ,Ligue 1
Aldo Kalulu,£900Th. ,Ligue 1
Morgan Amalfitano,£900Th. ,Ligue 1
Giovanni Sio,£4.05m ,Ligue 1
Firmin Mubele,£2.25m ,Ligue 1
Adrien Hunou,£1.80m ,Ligue 1
Wesley Saïd,£1.35m ,Ligue 1
Kermit Erasmus,£1.13m ,Ligue 1
Habib Habibou,£900Th. ,Ligue 1
Yoan Cardinale,£4.95m ,Ligue 1
Walter Benítez,£1.35m ,Ligue 1
Mouez Hassen,£900Th. ,Ligue 1
Simon Pouplin,£450Th. ,Ligue 1
Malang Sarr,£3.60m ,Ligue 1
Paul Baysse,£3.15m ,Ligue 1
Maxime Le Marchand,£2.25m ,Ligue 1
Dante,£1.80m ,Ligue 1
Olivier Boscagli,£720Th. ,Ligue 1
Gautier Lloris,£135Th. ,Ligue 1
Dalbert,£4.50m ,Ligue 1
Romain Perraud, ,Ligue 1
Joakim Balmy, ,Ligue 1
Ricardo Pereira,£8.10m ,Ligue 1
Arnaud Souquet,£3.15m ,Ligue 1
Patrick Burner,£360Th. ,Ligue 1
Mathieu Bodmer,£900Th. ,Ligue 1
Albert Rafetraniaina,£720Th. ,Ligue 1
Jean Michaël Seri,£12.60m ,Ligue 1
Vincent Koziello,£9.90m ,Ligue 1
Wylan Cyprien,£9.00m ,Ligue 1
Rémi Walter,£2.70m ,Ligue 1
Arnaud Lusamba,£1.80m ,Ligue 1
Mounir Obbadi,£900Th. ,Ligue 1
Franck Honorat,£360Th. ,Ligue 1
Younès Belhanda,£8.10m ,Ligue 1
Valentin Eysseric,£6.30m ,Ligue 1
Julien Vercauteren,£270Th. ,Ligue 1
Saïd Benrahma,£900Th. ,Ligue 1
Vincent Marcel,£540Th. ,Ligue 1
Bassem Srarfi,£1.13m ,Ligue 1
Hicham Mahou, ,Ligue 1
Mario Balotelli,£13.50m ,Ligue 1
Alassane Plea,£10.80m ,Ligue 1
Mickaël Le Bihan,£1.35m ,Ligue 1
Anastasios Donis,£1.13m ,Ligue 1
Alexy Bosetti,£720Th. ,Ligue 1
Dorian Caddy,£360Th. ,Ligue 1
Bryan Constant,£135Th. ,Ligue 1
Benjamin Lecomte,£2.25m ,Ligue 1
Paul Delecroix,£720Th. ,Ligue 1
Anthony Lamonge,£135Th. ,Ligue 1
Mathieu Peybernes,£2.25m ,Ligue 1
Zargo Touré,£1.80m ,Ligue 1
Wesley Lautoa,£1.80m ,Ligue 1
Lindsay Rose,£1.35m ,Ligue 1
Michaël Ciani,£450Th. ,Ligue 1
Ibrahima Conté,£135Th. ,Ligue 1
Alexandre Lavenant, ,Ligue 1
Vincent Le Goff,£1.35m ,Ligue 1
Bradley Mazikou,£270Th. ,Ligue 1
Steven Moreira,£1.58m ,Ligue 1
Erwin Koffi,£540Th. ,Ligue 1
Pape Paye,£360Th. ,Ligue 1
Yohann Wachter,£270Th. ,Ligue 1
Alhassan Wakaso,£1.58m ,Ligue 1
François Bellugou,£1.35m ,Ligue 1
Arnold Mvuemba,£900Th. ,Ligue 1
Didier Ndong,£9.00m ,Ligue 1
Cafú,£2.25m ,Ligue 1
Walid Mesloub,£900Th. ,Ligue 1
Mattéo Guendouzi,£540Th. ,Ligue 1
Marvin Gakpa,£270Th. ,Ligue 1
Issam Ben Khemis,£270Th. ,Ligue 1
Maxime Barthelmé,£720Th. ,Ligue 1
Sylvain Marveaux,£1.80m ,Ligue 1
Pierre Lavenant,£180Th. ,Ligue 1
Romain Philippoteaux,£1.80m ,Ligue 1
Denis Bouanga,£1.35m ,Ligue 1
Faïz Selemani,£810Th. ,Ligue 1
Moryké Fofana,£765Th. ,Ligue 1
Mohamed Mara,£540Th. ,Ligue 1
Alexis Claude-Maurice,£135Th. ,Ligue 1
Jimmy Cabot,£2.25m ,Ligue 1
Benjamin Moukandjo,£5.40m ,Ligue 1
Majeed Waris,£4.05m ,Ligue 1
Benjamin Jeannot,£1.80m ,Ligue 1
Valentin Lavigne,£720Th. ,Ligue 1
Jérémie Aliadière,£450Th. ,Ligue 1
Pierre-Yves Hamel,£180Th. ,Ligue 1
Alban Lafont,£7.20m ,Ligue 1
Mauro Goicoechea,£720Th. ,Ligue 1
Marc Vidal,£135Th. ,Ligue 1
Issa Diop,£5.40m ,Ligue 1
Christopher Jullien,£4.05m ,Ligue 1
Uros Spajic,£2.25m ,Ligue 1
Steeve Yago,£1.80m ,Ligue 1
Yrondu Musavu-King,£720Th. ,Ligue 1
Dusan Veskovac,£450Th. ,Ligue 1
Issiaga Sylla,£2.70m ,Ligue 1
François Moubandje,£2.25m ,Ligue 1
Kelvin Amian,£1.13m ,Ligue 1
Clément Michelin,£1.13m ,Ligue 1
Pavle Ninkov,£450Th. ,Ligue 1
Alexis Blin,£5.40m ,Ligue 1
Tongo Doumbia,£900Th. ,Ligue 1
Jessy Pi,£900Th. ,Ligue 1
Ibrahim Sangaré,£360Th. ,Ligue 1
Yann Bodiger,£3.60m ,Ligue 1
Somália,£1.80m ,Ligue 1
Jean-Daniel Akpa Akpro,£1.35m ,Ligue 1
Zinédine Machach,£1.13m ,Ligue 1
Dominik Furman,£675Th. ,Ligue 1
Pantxi Sirieix,£135Th. ,Ligue 1
Jordan Sebban,£45Th. ,Ligue 1
Óscar Trejo,£2.25m ,Ligue 1
Mathieu Cafaro,£540Th. ,Ligue 1
Quentin Boisgard,£45Th. ,Ligue 1
Maxime Pélican, ,Ligue 1
Jimmy Durmaz,£1.80m ,Ligue 1
Dodi Lukebakio,£720Th. ,Ligue 1
Martin Braithwaite,£6.75m ,Ligue 1
Andy Delort,£4.50m ,Ligue 1
Corentin Jean,£2.25m ,Ligue 1
Ola Toivonen,£1.80m ,Ligue 1
Odsonne Edouard,£1.35m ,Ligue 1
Aleksandar Pesic,£900Th. ,Ligue 1
Quentin Depehi, ,Ligue 1
Rémy Riou,£3.60m ,Ligue 1
Maxime Dupé,£720Th. ,Ligue 1
Alexandre Olliero,£135Th. ,Ligue 1
Quentin Braat,£135Th. ,Ligue 1
Diego Carlos,£3.15m ,Ligue 1
Koffi Djidji,£1.80m ,Ligue 1
Oswaldo Vizcarrondo,£450Th. ,Ligue 1
Anthony Walongwa,£360Th. ,Ligue 1
Lucas Lima,£1.58m ,Ligue 1
Wilfried Moimbé,£810Th. ,Ligue 1
Léo Dubois,£1.80m ,Ligue 1
Enock Kwateng,£540Th. ,Ligue 1
Guillaume Gillet,£900Th. ,Ligue 1
Abdoulaye Touré,£360Th. ,Ligue 1
Valentin Rongier,£2.70m ,Ligue 1
Sérgio Oliveira,£1.35m ,Ligue 1
Jules Iloki,£1.13m ,Ligue 1
Alexis Alégué,£225Th. ,Ligue 1
Nicolaj Thomsen,£1.35m ,Ligue 1
Adrien Thomasson,£2.25m ,Ligue 1
Amine Harit,£1.80m ,Ligue 1
Felipe Pardo,£4.50m ,Ligue 1
Alexander Kacaniklic,£1.35m ,Ligue 1
Emiliano Sala,£4.05m ,Ligue 1
Kolbeinn Sigthórsson,£2.25m ,Ligue 1
Mariusz Stepinski,£2.25m ,Ligue 1
Préjuce Nakoulma,£2.25m ,Ligue 1
Yacine Bammou,£1.35m ,Ligue 1
Fernando Aristeguieta,£675Th. ,Ligue 1
Randal Kolo Muani, ,Ligue 1
Geoffrey Jourdren,£1.80m ,Ligue 1
Jonathan Ligali,£540Th. ,Ligue 1
Laurent Pionnier,£450Th. ,Ligue 1
Dimitry Bertaud, ,Ligue 1
Lukas Pokorny,£1.35m ,Ligue 1
William Rémy,£1.35m ,Ligue 1
Daniel Congré,£900Th. ,Ligue 1
Nicolas Saint-Ruf,£810Th. ,Ligue 1
Cédric Mongongu,£720Th. ,Ligue 1
Hilton,£225Th. ,Ligue 1
Bryan Passi, ,Ligue 1
Jérôme Roussillon,£3.15m ,Ligue 1
Mamadou N'Diaye,£360Th. ,Ligue 1
Morgan Poaty,£225Th. ,Ligue 1
Nordi Mukiele,£1.35m ,Ligue 1
Mathieu Deplagne,£1.13m ,Ligue 1
Anthony Vanden Borre,£450Th. ,Ligue 1
Paul Lasne,£2.25m ,Ligue 1
Ellyes Skhiri,£1.80m ,Ligue 1
Yacouba Sylla,£1.58m ,Ligue 1
Jamel Saihi,£900Th. ,Ligue 1
Joris Marveaux,£225Th. ,Ligue 1
Pierrick Fito,£135Th. ,Ligue 1
Killian Sanson,£135Th. ,Ligue 1
Morgan Sanson,£10.80m ,Ligue 1
Ryad Boudebouz,£9.00m ,Ligue 1
Stéphane Sessègnon,£900Th. ,Ligue 1
Jonathan Ikoné,£630Th. ,Ligue 1
Alexandre Llovet, ,Ligue 1
Casimir Ninga,£2.25m ,Ligue 1
Isaac Mbenza,£1.35m ,Ligue 1
Keagan Dolly,£1.35m ,Ligue 1
Souleymane Camara,£450Th. ,Ligue 1
Steve Mounié,£4.95m ,Ligue 1
Kévin Bérigaud,£1.35m ,Ligue 1
Jean-Louis Leca,£900Th. ,Ligue 1
Alexis Thébaux,£450Th. ,Ligue 1
Paul Charruau,£360Th. ,Ligue 1
Thomas Vincensini,£270Th. ,Ligue 1
Lucas Triki, ,Ligue 1
Mathieu Peybernes,£2.25m ,Ligue 1
Abdelhamid El Kaoutari,£1.80m ,Ligue 1
Lindsay Rose,£1.35m ,Ligue 1
Alexander Djiku,£1.13m ,Ligue 1
Nicolas Saint-Ruf,£810Th. ,Ligue 1
Sébastien Squillaci,£225Th. ,Ligue 1
Ismaël Diallo,£90Th. ,Ligue 1
Pierre Bengtsson,£1.80m ,Ligue 1
Florian Marange,£900Th. ,Ligue 1
Fodé Camara, ,Ligue 1
Gilles Cioni,£450Th. ,Ligue 1
Prince Oniangué,£1.80m ,Ligue 1
Yannick Cahuzac,£900Th. ,Ligue 1
Mehdi Mostefa,£450Th. ,Ligue 1
Abdoulaye Keita,£360Th. ,Ligue 1
Sadio Diallo,£1.80m ,Ligue 1
Lassana Coulibaly,£1.13m ,Ligue 1
Lyes Houri,£225Th. ,Ligue 1
Geoffrey Acheampong,£135Th. ,Ligue 1
Hugo Magnetti, ,Ligue 1
Axel Ngando,£810Th. ,Ligue 1
Julien Benhaim,£135Th. ,Ligue 1
Allan Saint-Maximin,£2.70m ,Ligue 1
Lenny Nangis,£1.58m ,Ligue 1
Jerson Cabral,£675Th. ,Ligue 1
Gaël Danic,£450Th. ,Ligue 1
Thievy Bifouma,£1.58m ,Ligue 1
Farid Boulaya,£720Th. ,Ligue 1
Enzo Crivelli,£3.60m ,Ligue 1
Florian Raspentino,£720Th. ,Ligue 1
Julien Romain,£270Th. ,Ligue 1
Sami Ben Amar, ,Ligue 1
Rémy Vercoutre,£450Th. ,Ligue 1
Paul Reulet,£270Th. ,Ligue 1
Matthieu Dreyer,£270Th. ,Ligue 1
Louis Deschateaux,£135Th. ,Ligue 1
Damien Da Silva,£3.15m ,Ligue 1
Romain Genevois,£1.35m ,Ligue 1
Syam Ben Youssef,£1.13m ,Ligue 1
Florian Le Joncour,£225Th. ,Ligue 1
Alaeddine Yahia,£225Th. ,Ligue 1
Emmanuel Imorou,£1.35m ,Ligue 1
Vincent Bessat,£900Th. ,Ligue 1
Chaker Alhadhur,£540Th. ,Ligue 1
Adama Mbengue, ,Ligue 1
Christopher Operi, ,Ligue 1
Frédéric Guilbert,£2.25m ,Ligue 1
Mouhamadou Dabo,£720Th. ,Ligue 1
Jordan Adéoti,£1.80m ,Ligue 1
Ismaël Diomandé,£900Th. ,Ligue 1
Nicolas Seube,£180Th. ,Ligue 1
Valentin Voisin,£135Th. ,Ligue 1
Jonathan Delaplace,£900Th. ,Ligue 1
Jean-Victor Makengo,£810Th. ,Ligue 1
Jordan Leborgne,£630Th. ,Ligue 1
Steed Malbranque,£180Th. ,Ligue 1
Durel Avounou, ,Ligue 1
Jeff Louis,£900Th. ,Ligue 1
Julien Féret,£450Th. ,Ligue 1
Hervé Bazile,£1.35m ,Ligue 1
Christian Kouakou,£900Th. ,Ligue 1
Jordan N'Kololo,£540Th. ,Ligue 1
Ronny Rodelin,£3.15m ,Ligue 1
Yann Karamoh,£2.70m ,Ligue 1
Ivan Santini,£3.60m ,Ligue 1
Pape Sané,£900Th. ,Ligue 1
Jordan Tell, ,Ligue 1
Exaucé Ngassaki, ,Ligue 1
Mathieu Michel,£1.80m ,Ligue 1
Denis Petric,£900Th. ,Ligue 1
Alexandre Letellier,£360Th. ,Ligue 1
Anthony Mandréa, ,Ligue 1
Romain Thomas,£3.15m ,Ligue 1
Ismaël Traoré,£1.35m ,Ligue 1
Pablo Martinez,£720Th. ,Ligue 1
Mehdi Tahrat,£630Th. ,Ligue 1
Mateo Pavlovic,£540Th. ,Ligue 1
Grégory Bourillon,£450Th. ,Ligue 1
Kalifa Traoré,£180Th. ,Ligue 1
Gabriel Mutombo,£135Th. ,Ligue 1
Yoann Andreu,£1.58m ,Ligue 1
Vincent Manceau,£1.80m ,Ligue 1
Abdoulaye Bamba,£900Th. ,Ligue 1
Issa Cissokho,£450Th. ,Ligue 1
Ronan Touzet, ,Ligue 1
Baptiste Santamaria,£2.25m ,Ligue 1
Jamel Saihi,£900Th. ,Ligue 1
Thomas Mangani,£3.15m ,Ligue 1
Cheikh N'Doye,£2.70m ,Ligue 1
Aïssa Laïdouni,£158Th. ,Ligue 1
Pierrick Capelle,£900Th. ,Ligue 1
Mathias Serin,£180Th. ,Ligue 1
Jonathan Bamba,£900Th. ,Ligue 1
Flavien Tait,£630Th. ,Ligue 1
Yoane Wissa,£270Th. ,Ligue 1
Nicolas Pépé,£2.70m ,Ligue 1
Famara Diédhiou,£3.60m ,Ligue 1
Karl Toko Ekambi,£2.25m ,Ligue 1
Billy Ketkeophomphone,£1.80m ,Ligue 1
Kévin Bérigaud,£1.35m ,Ligue 1
Gilles Sunu,£1.35m ,Ligue 1
Goran Karanovic,£630Th. ,Ligue 1
Dickson Nwakaeme,£450Th. ,Ligue 1
Férébory Doré,£360Th. ,Ligue 1
Karl-Johan Johnsson,£2.25m ,Ligue 1
Johny Placide,£720Th. ,Ligue 1
Romain Salin,£450Th. ,Ligue 1
Théo Guivarch,£135Th. ,Ligue 1
Christophe Kerbrat,£1.80m ,Ligue 1
Benjamin Angoua,£1.13m ,Ligue 1
Jérémy Sorbon,£900Th. ,Ligue 1
Franck Héry,£180Th. ,Ligue 1
Marçal,£3.15m ,Ligue 1
Dorian Lévêque,£720Th. ,Ligue 1
Reynald Lemaître,£225Th. ,Ligue 1
Yvan Inzoudine, ,Ligue 1
Jordan Ikoko,£1.35m ,Ligue 1
Jonathan Martins Pereira,£900Th. ,Ligue 1
Lucas Deaux,£2.25m ,Ligue 1
Mustapha Diallo,£1.35m ,Ligue 1
Mathieu Bodmer,£900Th. ,Ligue 1
Baissama Sankoh,£720Th. ,Ligue 1
Jonathan Correia,£45Th. ,Ligue 1
Alexis Mané, ,Ligue 1
Mattéo Ahlinvi, ,Ligue 1
Étienne Didot,£450Th. ,Ligue 1
Jérémy Livolant,£135Th. ,Ligue 1
Thibault Giresse,£225Th. ,Ligue 1
Ludovic Blas,£2.70m ,Ligue 1
Nicolas Benezet,£1.80m ,Ligue 1
Karim Achahbar,£225Th. ,Ligue 1
Yannis Salibur,£4.50m ,Ligue 1
Marcus Coco,£2.70m ,Ligue 1
Nill De Pauw,£1.58m ,Ligue 1
Fousseni Diabaté, ,Ligue 1
Jimmy Briand,£2.25m ,Ligue 1
Sloan Privat,£1.35m ,Ligue 1
Alexandre Mendy,£1.13m ,Ligue 1
Sullivan Martinet,£45Th. ,Ligue 1
Thomas Didillon,£3.15m ,Ligue 1
David Oberhauser,£270Th. ,Ligue 1
Eiji Kawashima,£225Th. ,Ligue 1
Simon Falette,£2.70m ,Ligue 1
Fallou Diagne,£1.35m ,Ligue 1
Guido Milán,£1.13m ,Ligue 1
Jonathan Rivierez,£720Th. ,Ligue 1
Milan Bisevac,£450Th. ,Ligue 1
Vahid Selimovic,£270Th. ,Ligue 1
Oumar Gonzalez,£225Th. ,Ligue 1
Benoît Assou-Ekotto,£900Th. ,Ligue 1
Matthieu Udol,£360Th. ,Ligue 1
Franck Signorino,£225Th. ,Ligue 1
Nicolas Basin, ,Ligue 1
Lemouya Goudiaby, ,Ligue 1
Iván Balliu,£1.80m ,Ligue 1
Thibaut Vion,£540Th. ,Ligue 1
Médéric Deher,£135Th. ,Ligue 1
Théodore Efouba Ayissi, ,Ligue 1
Cheick Doukouré,£1.13m ,Ligue 1
Georges Mandjeck,£1.13m ,Ligue 1
Chris Philipps,£360Th. ,Ligue 1
Lucas Toussaint,- ,Ligue 1
Renaud Cohade,£900Th. ,Ligue 1
Alexis Larriere,£135Th. ,Ligue 1
Yann Jouffre,£900Th. ,Ligue 1
Kevin Lejeune,£450Th. ,Ligue 1
Youssef Maziz, ,Ligue 1
Florent Mollet,£1.13m ,Ligue 1
Vincent Thill,£540Th. ,Ligue 1
Hamza Sakhi,£450Th. ,Ligue 1
Opa Nguette,£1.80m ,Ligue 1
Moussa Seydi, ,Ligue 1
Ismaïla Sarr,£2.25m ,Ligue 1
Gauthier Hein,£540Th. ,Ligue 1
Cheick Diabaté,£3.60m ,Ligue 1
Mevlüt Erdinc,£2.70m ,Ligue 1
Habib Diallo,£1.35m ,Ligue 1
Boris Mathis, ,Ligue 1
Baptiste Reynet,£2.70m ,Ligue 1
Benjamin Leroy,£630Th. ,Ligue 1
Enzo Basilio,£90Th. ,Ligue 1
Bobby Allain,£90Th. ,Ligue 1
Ádám Lang,£1.13m ,Ligue 1
Yunis Abdelhamid,£900Th. ,Ligue 1
Jordan Lotiès,£450Th. ,Ligue 1
Cédric Varrault,£225Th. ,Ligue 1
Arnold Bouka Moutou,£720Th. ,Ligue 1
Quentin Bernard,£630Th. ,Ligue 1
Oussama Haddadi,£630Th. ,Ligue 1
Fouad Chafik,£1.35m ,Ligue 1
Vincent Rüfli,£810Th. ,Ligue 1
Valentin Rosier,£135Th. ,Ligue 1
Johan Gastien,£810Th. ,Ligue 1
Erwan Maury,£180Th. ,Ligue 1
Guillaume Sarrabayrouse,£135Th. ,Ligue 1
Pierre Lees Melou,£2.25m ,Ligue 1
Mehdi Abeid,£1.58m ,Ligue 1
Jordan Marié,£1.13m ,Ligue 1
Romain Amalfitano,£900Th. ,Ligue 1
Anthony Belmonte,£360Th. ,Ligue 1
Jessy Benet,£270Th. ,Ligue 1
Florent Balmont,£225Th. ,Ligue 1
Frédéric Sammaritano,£900Th. ,Ligue 1
Dylan Bahamboula,£720Th. ,Ligue 1
Marvin Martin,£450Th. ,Ligue 1
Jérémie Bela,£1.13m ,Ligue 1
Chang-hoon Kwon,£1.13m ,Ligue 1
Loïs Diony,£2.70m ,Ligue 1
Julio Tavarès,£1.80m ,Ligue 1
Mamadou Thiam,£720Th. ,Ligue 1
Yohann Rivière,£225Th. ,Ligue 1
Sergey Chernik,£1.13m ,Ligue 1
Guy Ndy Assembé,£900Th. ,Ligue 1
Alexandre Menay,£135Th. ,Ligue 1
Clément Lenglet,£6.75m ,Ligue 1
Erick Cabaco,£1.35m ,Ligue 1
Modou Diagne,£1.13m ,Ligue 1
Ryan Bidounga, ,Ligue 1
Vincent Muratori,£810Th. ,Ligue 1
Faitout Maouassa,£720Th. ,Ligue 1
Tobias Badila,£450Th. ,Ligue 1
Julien Cétout,£1.35m ,Ligue 1
Joffrey Cuffaut,£1.13m ,Ligue 1
Mickaël Chrétien Basser,£450Th. ,Ligue 1
Diallo Guidileye,£1.13m ,Ligue 1
Vincent Marchetti,£810Th. ,Ligue 1
Alou Diarra,£225Th. ,Ligue 1
Benoît Pedretti,£225Th. ,Ligue 1
Youssef Aït Bennasser,£2.70m ,Ligue 1
Loïc Puyo,£810Th. ,Ligue 1
Serge N'Guessan,£540Th. ,Ligue 1
Amine Bassi, ,Ligue 1
Karim Coulibaly,£450Th. ,Ligue 1
Issiar Dia,£1.80m ,Ligue 1
Anthony Robic,£900Th. ,Ligue 1
Alexis Busin,£630Th. ,Ligue 1
Anthony Koura,£1.13m ,Ligue 1
Maurice Dalé,£900Th. ,Ligue 1
Christophe Mandanne,£900Th. ,Ligue 1
Youssouf Hadji,£225Th. ,Ligue 1
Yann Mabella,£135Th. ,Ligue 1
Rui Patrício,£14.40m ,Liga NOS
Beto,£900Th. ,Liga NOS
Azbe Jug,£360Th. ,Liga NOS
Pedro Silva,£360Th. ,Liga NOS
Rúben Semedo,£8.10m ,Liga NOS
Sebastián Coates,£6.30m ,Liga NOS
Paulo Oliveira,£3.60m ,Liga NOS
Naldo,£3.60m ,Liga NOS
Douglas,£900Th. ,Liga NOS
Marvin Zeegelaar,£3.15m ,Liga NOS
Jefferson,£2.70m ,Liga NOS
Ezequiel Schelotto,£4.05m ,Liga NOS
João Pereira,£1.35m ,Liga NOS
Ricardo Esgaio,£1.35m ,Liga NOS
William Carvalho,£22.50m ,Liga NOS
João Palhinha,£1.80m ,Liga NOS
Bruno Paulista,£1.58m ,Liga NOS
Radosav Petrovic,£1.35m ,Liga NOS
João Mário,£27.00m ,Liga NOS
Adrien Silva,£22.50m ,Liga NOS
Elias,£2.70m ,Liga NOS
Marcelo Meli,£1.35m ,Liga NOS
Alan Ruiz,£6.30m ,Liga NOS
Bryan Ruíz,£4.50m ,Liga NOS
Bruno César,£4.05m ,Liga NOS
Chico Geraldes,£1.35m ,Liga NOS
Ryan Gauld,£900Th. ,Liga NOS
Daniel Podence,£2.25m ,Liga NOS
Gelson Martins,£18.00m ,Liga NOS
Lazar Markovic,£9.00m ,Liga NOS
Joel Campbell,£5.40m ,Liga NOS
Carlos Mané,£4.05m ,Liga NOS
Gelson Dala, ,Liga NOS
Islam Slimani,£22.50m ,Liga NOS
Bas Dost,£14.40m ,Liga NOS
André,£2.70m ,Liga NOS
Luc Castaignos,£1.80m ,Liga NOS
Hernán Barcos,£1.35m ,Liga NOS
Ederson,£19.80m ,Liga NOS
Júlio César,£675Th. ,Liga NOS
Paulo Lopes,£90Th. ,Liga NOS
Victor Lindelöf,£19.80m ,Liga NOS
Lisandro López,£4.50m ,Liga NOS
Jardel,£3.60m ,Liga NOS
César Martins,£900Th. ,Liga NOS
Luisão,£900Th. ,Liga NOS
Branimir Kalaica,£225Th. ,Liga NOS
Alejandro Grimaldo,£8.10m ,Liga NOS
Marçal,£3.15m ,Liga NOS
Eliseu,£900Th. ,Liga NOS
Marcelo Hermes,£675Th. ,Liga NOS
Yuri Ribeiro,£270Th. ,Liga NOS
Nélson Semedo,£18.00m ,Liga NOS
André Almeida,£4.50m ,Liga NOS
Ljubomir Fejsa,£10.80m ,Liga NOS
Andreas Samaris,£7.20m ,Liga NOS
Danilo,£4.05m ,Liga NOS
Filipe Augusto,£1.80m ,Liga NOS
Guillermo Celis,£1.80m ,Liga NOS
Bryan Cristante,£2.70m ,Liga NOS
André Horta,£1.80m ,Liga NOS
Pizzi,£18.00m ,Liga NOS
Pedro Pereira,£1.80m ,Liga NOS
Rafa Silva,£13.50m ,Liga NOS
Franco Cervi,£7.20m ,Liga NOS
Hany Mukhtar,£2.25m ,Liga NOS
Luis Fariña,£675Th. ,Liga NOS
Gonçalo Guedes,£15.30m ,Liga NOS
Ola John,£2.25m ,Liga NOS
Jhon Murillo,£810Th. ,Liga NOS
Victor Andrade,£720Th. ,Liga NOS
Hildeberto,£675Th. ,Liga NOS
Eduardo Salvio,£16.20m ,Liga NOS
Andrija Zivkovic,£6.30m ,Liga NOS
André Carrillo,£5.40m ,Liga NOS
Daniel Candeias,£1.26m ,Liga NOS
Jonas,£6.30m ,Liga NOS
RaÃºl JimÃ©nez,£10.80m ,Liga NOS
Konstantinos Mitroglou,£10.80m ,Liga NOS
Luka Jovic,£2.70m ,Liga NOS
Derley,£1.80m ,Liga NOS
Zé Gomes,£675Th. ,Liga NOS
Iker Casillas,£1.80m ,Liga NOS
José Sá,£1.13m ,Liga NOS
João Costa,£90Th. ,Liga NOS
Felipe,£9.00m ,Liga NOS
Iván Marcano,£7.20m ,Liga NOS
Diego Reyes,£5.40m ,Liga NOS
Willy Boly,£3.15m ,Liga NOS
Erik Palmer-Brown,£90Th. ,Liga NOS
Alex Telles,£8.10m ,Liga NOS
Inácio,£23Th. ,Liga NOS
Maxi Pereira,£3.60m ,Liga NOS
Fernando Fonseca,£68Th. ,Liga NOS
Danilo Pereira,£18.00m ,Liga NOS
Rúben Neves,£9.00m ,Liga NOS
Óliver Torres,£12.60m ,Liga NOS
Héctor Herrera,£11.70m ,Liga NOS
André André,£5.85m ,Liga NOS
Sérgio Oliveira,£1.35m ,Liga NOS
Miguel Layún,£5.40m ,Liga NOS
Otávio,£6.30m ,Liga NOS
Evandro,£1.80m ,Liga NOS
João Carlos Teixeira,£900Th. ,Liga NOS
Yacine Brahimi,£16.20m ,Liga NOS
Diogo Jota,£7.20m ,Liga NOS
Silvestre Varela,£900Th. ,Liga NOS
Jesús Corona,£10.80m ,Liga NOS
Kelvin,£2.48m ,Liga NOS
André Silva,£19.80m ,Liga NOS
Tiquinho Soares,£6.30m ,Liga NOS
Adrián López,£3.15m ,Liga NOS
Laurent Depoitre,£2.70m ,Liga NOS
Rui Pedro,£68Th. ,Liga NOS
Marafona,£2.25m ,Liga NOS
Matheus,£1.35m ,Liga NOS
Tiago Sá,£450Th. ,Liga NOS
Willy Boly,£3.15m ,Liga NOS
André Pinto,£2.70m ,Liga NOS
Ricardo Ferreira,£1.35m ,Liga NOS
Lazar Rosic,£1.13m ,Liga NOS
Emiliano Velázquez,£900Th. ,Liga NOS
